2016,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
1809.33,-54.2308,67.3832,-52.8406,49.1414,-36.0532,50.4376,-31.8621,40.0429,-32.2351,13.8384,-3.47843,6.64109,-11.8846,-16.8711,-15.1972,4.56772,12.088,-15.2019,13.0861,-18.6887,10.437,-19.8112,3.52309,-21.3193,33.898,-24.2706,42.5043,-33.5413,36.0341,-54.6104,46.7655,-31.3574,46.7655,-54.6104,36.0341,-33.5413,42.5043,-24.2706,33.898,-21.3193,3.52309,-19.8112,10.437,-18.6887,13.0861,-15.2019,12.088,4.56772,-15.1972,-16.8711,-11.8846,6.64109,-3.47843,13.8384,-32.2351,40.0429,-31.8621,50.4376,-36.0532,49.1414,-52.8406,67.3832,-54.2308
1859.57,-37.4051,41.4424,-23.8845,24.729,-19.2573,19.7936,-26.2822,34.5442,-5.93288,22.4809,-13.2907,13.8782,-16.457,-6.78069,-1.1691,2.23852,2.77186,-25.0736,-4.40979,-6.21469,7.38096,-19.1057,25.9668,-13.729,22.5718,-21.3952,38.453,-19.7955,38.4452,-34.1167,33.3694,-30.1084,33.3694,-34.1167,38.4452,-19.7955,38.453,-21.3952,22.5718,-13.729,25.9668,-19.1057,7.38096,-6.21469,-4.40979,-25.0736,2.77186,2.23852,-1.1691,-6.78069,-16.457,13.8782,-13.2907,22.4809,-5.93288,34.5442,-26.2822,19.7936,-19.2573,24.729,-23.8845,41.4424,-37.4051
1877.92,-36.2681,45.1999,-27.265,31.2514,-7.56786,18.7149,-26.3405,22.5942,-18.0951,14.3954,-11.9539,12.3314,-5.98631,2.22483,-1.78041,-12.3279,1.50459,-13.875,-9.62326,-11.9806,0.768745,-10.668,17.2159,2.39407,13.5474,-16.3527,23.0298,-29.634,21.528,-19.7939,40.3498,-8.5012,40.3498,-19.7939,21.528,-29.634,23.0298,-16.3527,13.5474,2.39407,17.2159,-10.668,0.768745,-11.9806,-9.62326,-13.875,1.50459,-12.3279,-1.78041,2.22483,-5.98631,12.3314,-11.9539,14.3954,-18.0951,22.5942,-26.3405,18.7149,-7.56786,31.2514,-27.265,45.1999,-36.2681
1868.38,-40.0766,15.9442,-41.8225,19.5746,-20.8196,30.2528,-27.0285,15.8176,-18.9671,21.8439,-11.8009,21.644,-4.73672,-6.65932,-0.228713,-10.5141,4.20791,-19.0277,8.67126,-22.4781,7.76465,-18.8406,19.8447,-17.2557,23.658,-17.7091,9.79448,-12.2695,18.3871,-25.6938,26.716,-21.8249,26.716,-25.6938,18.3871,-12.2695,9.79448,-17.7091,23.658,-17.2557,19.8447,-18.8406,7.76465,-22.4781,8.67126,-19.0277,4.20791,-10.5141,-0.228713,-6.65932,-4.73672,21.644,-11.8009,21.8439,-18.9671,15.8176,-27.0285,30.2528,-20.8196,19.5746,-41.8225,15.9442,-40.0766
1904.88,-17.3816,27.1911,-14.519,25.7577,-22.3908,29.2182,-6.87282,24.0646,-15.1772,12.8442,-2.41837,8.58913,-11.2161,2.07726,15.7088,-1.10331,6.36175,-5.93982,13.6631,-6.11413,4.03333,-9.78318,18.1252,-32.7121,26.879,-18.4876,8.57552,-9.57758,21.1566,-30.135,22.0231,-30.3215,22.0231,-30.135,21.1566,-9.57758,8.57552,-18.4876,26.879,-32.7121,18.1252,-9.78318,4.03333,-6.11413,13.6631,-5.93982,6.36175,-1.10331,15.7088,2.07726,-11.2161,8.58913,-2.41837,12.8442,-15.1772,24.0646,-6.87282,29.2182,-22.3908,25.7577,-14.519,27.1911,-17.3816
1900.03,-16.1664,31.9306,-7.016,44.522,-25.424,23.606,-21.63,24.6146,2.49105,5.22838,0.857428,-6.51127,-0.609741,9.39254,8.54426,7.90807,1.22042,-0.713856,-9.21172,-5.48097,19.0921,-11.7946,28.348,-26.9081,29.2376,-25.6426,22.1811,-10.0163,24.648,-37.6893,33.6842,-26.6719,33.6842,-37.6893,24.648,-10.0163,22.1811,-25.6426,29.2376,-26.9081,28.348,-11.7946,19.0921,-5.48097,-9.21172,-0.713856,1.22042,7.90807,8.54426,9.39254,-0.609741,-6.51127,0.857428,5.22838,2.49105,24.6146,-21.63,23.606,-25.424,44.522,-7.016,31.9306,-16.1664
1889.71,-21.933,31.2299,-13.4029,36.988,-24.2572,15.4881,-21.3089,14.3847,0.469129,4.67792,-9.10828,15.341,-8.61598,-5.27827,1.54523,-7.93349,12.1505,-0.251344,20.3414,-1.98031,10.0138,-11.4443,15.7729,-13.6846,24.1187,-18.1261,10.8378,-7.56666,17.966,-14.0293,42.3255,-39.4407,42.3255,-14.0293,17.966,-7.56666,10.8378,-18.1261,24.1187,-13.6846,15.7729,-11.4443,10.0138,-1.98031,20.3414,-0.251344,12.1505,-7.93349,1.54523,-5.27827,-8.61598,15.341,-9.10828,4.67792,0.469129,14.3847,-21.3089,15.4881,-24.2572,36.988,-13.4029,31.2299,-21.933
1863.58,-25.7794,26.3061,-15.1627,17.3555,-30.0099,16.3184,-13.1917,19.3669,12.4348,14.647,-15.7278,3.65855,-8.00413,-11.2892,4.55347,3.97823,-13.297,12.3452,37.1952,1.65735,19.0149,-6.9842,14.7957,-0.63663,3.23653,-11.609,4.399,-17.0796,29.1074,-0.467942,33.3706,-28.761,33.3706,-0.467942,29.1074,-17.0796,4.399,-11.609,3.23653,-0.63663,14.7957,-6.9842,19.0149,1.65735,37.1952,12.3452,-13.297,3.97823,4.55347,-11.2892,-8.00413,3.65855,-15.7278,14.647,12.4348,19.3669,-13.1917,16.3184,-30.0099,17.3555,-15.1627,26.3061,-25.7794
1831.05,-19.7393,29.1553,-23.1152,14.5586,-11.2084,3.49519,-21.9388,28.1086,-0.617095,5.40645,-12.7892,-17.7827,-15.3019,-4.69239,5.40824,4.45987,6.85553,-7.53854,16.874,-3.6111,15.647,-9.28924,-6.00013,-19.4058,9.32833,-8.37752,22.3055,-20.0638,30.4378,-15.2642,6.606,3.96802,6.606,-15.2642,30.4378,-20.0638,22.3055,-8.37752,9.32833,-19.4058,-6.00013,-9.28924,15.647,-3.6111,16.874,-7.53854,6.85553,4.45987,5.40824,-4.69239,-15.3019,-17.7827,-12.7892,5.40645,-0.617095,28.1086,-21.9388,3.49519,-11.2084,14.5586,-23.1152,29.1553,-19.7393
